NOP: 60
NINT: 18
0 33 1
33 61 2
61 91 3
91 131 4
131 166 5
166 197 6
197 233 7
233 273 8
273 301 9
301 338 10
338 362 9
362 392 8
392 421 7
421 443 6
443 475 5
475 517 4
517 549 3
549 300000 2
1 40 202
2 85 198
3 56 316
4 91 454
5 62 91
6 27 285
7 92 357
8 31 267
9 47 457
10 90 355
11 26 552
12 21 237
13 35 338
14 59 261
15 52 439
16 84 373
17 29 187
18 87 221
19 55 136
20 65 70
21 78 247
22 59 293
23 89 394
24 34 42
25 84 467
26 30 601
27 93 410
28 31 63
29 93 238
30 48 134
31 50 526
32 69 375
33 55 366
34 37 147
35 39 465
36 40 562
37 59 526
38 64 192
39 79 250
40 38 463
41 30 539
42 64 215
43 72 521
44 78 331
45 45 372
46 32 332
47 72 215
48 40 142
49 57 240
50 59 564
51 89 115
52 74 489
53 54 66
54 37 205
55 76 498
56 94 375
57 37 262
58 38 133
59 99 155
60 95 158
