NOP: 60
NINT: 12
0 53 7
53 93 8
93 125 9
125 163 10
163 209 9
209 248 8
248 307 7
307 324 6
324 382 5
382 426 4
426 471 3
471 300000 2
1 96 211
2 97 456
3 79 142
4 96 259
5 20 219
6 26 521
7 78 196
8 34 198
9 45 174
10 46 157
11 40 172
12 42 458
13 77 152
14 51 170
15 30 181
16 61 222
17 75 528
18 61 162
19 59 558
20 70 428
21 85 418
22 72 109
23 65 463
24 73 147
25 49 550
26 34 350
27 97 399
28 57 408
29 89 123
30 75 444
31 23 147
32 54 479
33 38 495
34 59 233
35 40 397
36 92 132
37 63 314
38 95 178
39 48 141
40 27 375
41 50 465
42 73 90
43 86 100
44 88 389
45 28 475
46 58 326
47 95 507
48 97 219
49 67 433
50 95 427
51 80 539
52 36 46
53 82 171
54 51 415
55 58 70
56 85 98
57 77 193
58 65 205
59 99 227
60 32 122
