NOP: 60
NINT: 18
0 44 1
44 81 2
81 104 3
104 150 4
150 199 5
199 226 6
226 263 7
263 293 8
293 333 9
333 370 10
370 402 9
402 419 8
419 453 7
453 480 6
480 510 5
510 557 4
557 599 3
599 300000 2
1 73 519
2 87 509
3 74 628
4 64 374
5 91 502
6 72 173
7 94 394
8 79 534
9 33 641
10 36 214
11 56 173
12 99 490
13 59 258
14 64 665
15 40 93
16 79 557
17 82 329
18 83 312
19 87 641
20 72 237
21 46 111
22 23 430
23 60 598
24 99 634
25 70 442
26 20 661
27 23 409
28 82 603
29 63 68
30 82 419
31 26 457
32 68 98
33 80 123
34 85 395
35 46 521
36 34 120
37 23 409
38 89 656
39 50 581
40 73 172
41 80 324
42 52 84
43 27 625
44 40 638
45 98 627
46 20 325
47 42 133
48 74 347
49 57 313
50 64 565
51 88 553
52 26 188
53 25 532
54 88 493
55 33 118
56 22 613
57 39 384
58 88 428
59 60 409
60 85 141
