NOP: 60
NINT: 16
0 35 3
35 68 4
68 104 5
104 135 6
135 170 7
170 213 8
213 239 9
239 266 10
266 307 9
307 338 8
338 363 7
363 392 6
392 434 5
434 476 4
476 513 3
513 300000 2
1 62 261
2 51 257
3 20 496
4 73 242
5 93 192
6 50 244
7 35 421
8 82 209
9 31 65
10 63 472
11 48 330
12 28 446
13 92 173
14 55 358
15 45 554
16 25 281
17 61 150
18 57 430
19 49 447
20 43 290
21 30 206
22 88 332
23 21 135
24 32 503
25 85 275
26 50 63
27 86 225
28 98 208
29 37 434
30 65 268
31 86 170
32 99 217
33 60 237
34 44 207
35 27 55
36 64 411
37 83 278
38 76 510
39 48 277
40 47 64
41 80 265
42 69 333
43 69 108
44 48 111
45 71 351
46 52 78
47 55 303
48 63 553
49 33 399
50 59 175
51 63 249
52 44 92
53 37 388
54 66 252
55 95 165
56 27 198
57 78 403
58 78 80
59 38 498
60 37 237
