NOP: 60
NINT: 16
0 26 3
26 70 4
70 112 5
112 158 6
158 198 7
198 233 8
233 275 9
275 325 10
325 354 9
354 398 8
398 429 7
429 474 6
474 505 5
505 542 4
542 574 3
574 300000 2
1 72 80
2 70 86
3 53 189
4 52 244
5 62 370
6 87 594
7 93 121
8 71 504
9 51 183
10 53 274
11 74 457
12 57 576
13 31 154
14 23 255
15 35 154
16 24 141
17 87 198
18 81 196
19 33 333
20 95 227
21 72 292
22 84 448
23 88 330
24 59 310
25 61 443
26 53 374
27 84 135
28 87 129
29 93 480
30 47 129
31 35 278
32 66 241
33 62 266
34 94 477
35 37 347
36 22 203
37 52 233
38 56 409
39 95 409
40 44 119
41 83 372
42 25 82
43 79 270
44 36 203
45 71 75
46 98 115
47 97 281
48 77 229
49 33 429
50 86 585
51 74 310
52 91 426
53 38 295
54 75 296
55 65 386
56 90 392
57 75 102
58 40 376
59 45 611
60 26 565
