NOP: 60
NINT: 18
0 52 1
52 96 2
96 130 3
130 173 4
173 214 5
214 239 6
239 266 7
266 309 8
309 339 9
339 380 10
380 428 9
428 469 8
469 509 7
509 550 6
550 575 5
575 617 4
617 660 3
660 300000 2
1 84 178
2 76 608
3 47 562
4 33 603
5 85 198
6 53 550
7 90 126
8 49 370
9 21 470
10 46 454
11 92 416
12 96 351
13 71 268
14 84 266
15 67 444
16 20 474
17 78 399
18 30 39
19 91 358
20 28 494
21 38 111
22 70 604
23 33 436
24 48 230
25 25 559
26 25 127
27 93 121
28 96 443
29 69 517
30 28 503
31 35 366
32 87 354
33 98 582
34 64 257
35 45 572
36 38 42
37 67 542
38 26 629
39 80 386
40 82 353
41 81 92
42 74 613
43 35 295
44 45 390
45 79 79
46 96 450
47 43 91
48 83 355
49 70 393
50 23 25
51 71 179
52 61 501
53 56 59
54 22 488
55 26 227
56 86 336
57 84 141
58 91 135
59 71 366
60 54 635
