NOP: 60
NINT: 18
0 50 1
50 89 2
89 123 3
123 152 4
152 188 5
188 217 6
217 249 7
249 283 8
283 311 9
311 358 10
358 400 9
400 440 8
440 482 7
482 509 6
509 546 5
546 582 4
582 611 3
611 300000 2
1 77 512
2 34 361
3 54 348
4 57 304
5 75 347
6 51 156
7 77 466
8 69 157
9 43 85
10 35 617
11 32 223
12 72 257
13 39 436
14 56 296
15 78 335
16 98 559
17 69 296
18 49 211
19 69 299
20 66 71
21 27 353
22 29 463
23 37 246
24 39 53
25 77 296
26 84 133
27 32 294
28 26 242
29 70 180
30 59 193
31 92 365
32 95 160
33 36 104
34 84 311
35 75 368
36 62 203
37 45 189
38 56 227
39 27 577
40 48 600
41 76 367
42 77 79
43 85 136
44 79 530
45 99 312
46 62 217
47 35 203
48 48 100
49 93 563
50 58 465
51 87 159
52 85 133
53 35 530
54 50 352
55 50 470
56 20 373
57 27 123
58 50 386
59 72 585
60 72 451
