NOP: 60
NINT: 16
0 36 3
36 78 4
78 129 5
129 165 6
165 212 7
212 248 8
248 284 9
284 324 10
324 363 9
363 399 8
399 435 7
435 474 6
474 512 5
512 557 4
557 579 3
579 300000 2
1 34 228
2 70 199
3 39 259
4 32 266
5 76 267
6 61 472
7 56 379
8 65 433
9 20 195
10 54 58
11 23 582
12 30 258
13 53 215
14 84 412
15 67 301
16 82 84
17 60 149
18 73 372
19 72 405
20 80 213
21 29 344
22 27 169
23 38 452
24 95 549
25 20 274
26 95 577
27 99 101
28 48 557
29 76 280
30 22 109
31 39 290
32 50 485
33 90 272
34 83 437
35 54 158
36 42 118
37 54 576
38 37 173
39 24 149
40 80 90
41 93 226
42 68 269
43 95 447
44 58 340
45 85 367
46 82 297
47 80 534
48 96 277
49 41 74
50 50 256
51 50 169
52 63 285
53 74 384
54 39 157
55 45 465
56 89 233
57 62 151
58 91 262
59 61 151
60 36 577
