NOP: 60
NINT: 18
0 22 1
22 68 2
68 105 3
105 147 4
147 172 5
172 211 6
211 256 7
256 287 8
287 326 9
326 344 10
344 370 9
370 411 8
411 451 7
451 497 6
497 537 5
537 564 4
564 596 3
596 300000 2
1 48 304
2 30 565
3 79 497
4 25 346
5 41 149
6 59 508
7 65 332
8 45 145
9 84 348
10 47 148
11 53 615
12 94 333
13 54 397
14 90 570
15 25 546
16 94 109
17 59 461
18 46 310
19 70 499
20 95 514
21 94 197
22 45 159
23 28 326
24 46 78
25 43 600
26 84 502
27 85 139
28 39 326
29 81 623
30 22 262
31 33 602
32 29 616
33 89 641
34 72 262
35 76 260
36 42 148
37 21 69
38 55 484
39 44 562
40 94 473
41 95 151
42 93 165
43 92 551
44 75 646
45 37 493
46 97 248
47 86 141
48 88 582
49 80 373
50 61 467
51 31 269
52 59 405
53 46 551
54 39 635
55 95 506
56 26 162
57 91 492
58 21 112
59 28 639
60 97 288
