NOP: 60
NINT: 17
0 45 2
45 86 3
86 121 4
121 162 5
162 193 6
193 213 7
213 240 8
240 279 9
279 319 10
319 359 9
359 397 8
397 430 7
430 462 6
462 491 5
491 520 4
520 545 3
545 300000 2
1 88 463
2 78 327
3 44 166
4 90 261
5 95 241
6 31 544
7 94 214
8 58 528
9 31 267
10 57 393
11 38 196
12 46 264
13 27 401
14 61 127
15 24 457
16 40 573
17 95 327
18 47 376
19 98 211
20 23 580
21 64 442
22 80 259
23 89 122
24 27 608
25 76 231
26 51 246
27 71 365
28 92 599
29 24 416
30 60 551
31 69 304
32 42 316
33 30 605
34 71 431
35 66 384
36 96 258
37 68 321
38 81 122
39 79 568
40 57 501
41 41 334
42 48 97
43 71 105
44 45 591
45 41 429
46 97 289
47 36 154
48 45 497
49 97 190
50 73 186
51 73 526
52 29 559
53 62 409
54 36 502
55 21 361
56 42 568
57 68 486
58 64 193
59 85 345
60 62 254
