NOP: 60
NINT: 15
0 35 4
35 72 5
72 100 6
100 134 7
134 164 8
164 198 9
198 236 10
236 278 9
278 320 8
320 370 7
370 411 6
411 438 5
438 463 4
463 493 3
493 300000 2
1 52 93
2 25 274
3 45 104
4 53 489
5 38 335
6 45 49
7 69 91
8 98 488
9 29 104
10 77 143
11 45 115
12 52 264
13 88 197
14 44 126
15 34 297
16 86 290
17 62 347
18 51 112
19 68 107
20 56 342
21 58 447
22 48 97
23 73 98
24 29 121
25 40 340
26 83 437
27 85 457
28 66 172
29 83 363
30 94 517
31 21 84
32 30 501
33 57 538
34 60 243
35 22 103
36 38 384
37 64 206
38 93 454
39 71 239
40 29 379
41 99 277
42 51 81
43 76 134
44 28 117
45 39 177
46 74 553
47 61 347
48 47 58
49 99 133
50 88 507
51 83 114
52 21 204
53 42 478
54 46 365
55 81 339
56 49 466
57 89 314
58 88 309
59 37 244
60 73 274
