NOP: 60
NINT: 10
0 34 9
34 68 10
68 122 9
122 153 8
153 212 7
212 260 6
260 293 5
293 348 4
348 383 3
383 300000 2
1 25 188
2 29 253
3 85 466
4 48 150
5 62 406
6 84 199
7 70 436
8 39 285
9 37 192
10 55 277
11 61 275
12 93 340
13 52 191
14 59 217
15 68 190
16 59 222
17 46 488
18 89 510
19 70 470
20 48 428
21 31 43
22 74 218
23 77 354
24 30 464
25 75 451
26 27 282
27 50 159
28 55 177
29 99 233
30 74 279
31 68 252
32 53 226
33 80 138
34 35 378
35 20 366
36 51 517
37 54 249
38 93 482
39 85 316
40 39 53
41 48 127
42 95 200
43 59 294
44 67 270
45 31 83
46 29 346
47 87 494
48 36 56
49 69 521
50 56 78
51 30 193
52 89 437
53 45 224
54 31 82
55 75 337
56 32 182
57 31 110
58 35 105
59 32 361
60 68 301
