NOP: 60
NINT: 18
0 39 1
39 73 2
73 105 3
105 131 4
131 172 5
172 212 6
212 241 7
241 276 8
276 309 9
309 359 10
359 395 9
395 429 8
429 466 7
466 501 6
501 538 5
538 572 4
572 604 3
604 300000 2
1 76 158
2 55 515
3 22 338
4 26 130
5 29 231
6 36 275
7 76 111
8 60 365
9 43 352
10 25 412
11 63 356
12 41 135
13 32 374
14 94 298
15 72 183
16 38 463
17 55 101
18 44 530
19 95 379
20 23 162
21 36 296
22 68 263
23 83 353
24 61 432
25 27 621
26 59 528
27 94 307
28 23 115
29 77 227
30 31 409
31 61 411
32 97 440
33 97 377
34 83 324
35 69 75
36 22 569
37 86 175
38 87 416
39 20 468
40 86 153
41 29 222
42 27 223
43 88 439
44 58 486
45 25 311
46 91 534
47 47 310
48 36 433
49 48 598
50 63 374
51 60 295
52 56 154
53 96 101
54 74 155
55 87 198
56 97 250
57 27 133
58 88 419
59 91 547
60 80 563
