NOP: 60
NINT: 14
0 37 5
37 87 6
87 130 7
130 171 8
171 185 9
185 229 10
229 268 9
268 296 8
296 323 7
323 368 6
368 417 5
417 464 4
464 516 3
516 300000 2
1 52 196
2 94 361
3 97 514
4 98 137
5 97 170
6 57 372
7 67 564
8 85 159
9 79 445
10 80 489
11 79 271
12 30 384
13 99 233
14 98 562
15 27 479
16 82 216
17 66 413
18 39 65
19 32 446
20 99 164
21 62 483
22 44 169
23 77 131
24 55 467
25 30 227
26 94 222
27 92 405
28 73 121
29 80 196
30 79 235
31 55 294
32 20 502
33 59 63
34 41 458
35 36 339
36 93 440
37 57 200
38 53 486
39 54 176
40 28 131
41 66 313
42 62 439
43 39 232
44 44 557
45 71 438
46 66 87
47 48 276
48 97 384
49 31 430
50 68 195
51 28 157
52 64 193
53 54 383
54 70 279
55 91 432
56 35 573
57 24 410
58 32 274
59 58 69
60 37 357
