NOP: 60
NINT: 17
0 18 2
18 53 3
53 92 4
92 128 5
128 166 6
166 195 7
195 225 8
225 251 9
251 288 10
288 316 9
316 342 8
342 370 7
370 411 6
411 443 5
443 476 4
476 501 3
501 300000 2
1 24 548
2 70 522
3 29 73
4 80 190
5 68 523
6 87 506
7 33 475
8 81 197
9 84 419
10 32 241
11 26 218
12 35 59
13 87 455
14 39 446
15 29 547
16 96 278
17 91 462
18 89 327
19 64 355
20 53 505
21 80 136
22 72 508
23 87 523
24 85 277
25 76 387
26 45 107
27 79 215
28 57 433
29 61 318
30 74 290
31 67 243
32 98 112
33 29 564
34 57 308
35 32 40
36 76 102
37 60 240
38 70 214
39 53 597
40 92 104
41 62 114
42 80 584
43 28 255
44 86 286
45 43 444
46 28 350
47 22 151
48 57 375
49 57 535
50 31 169
51 29 485
52 99 214
53 74 425
54 40 585
55 68 300
56 46 299
57 55 350
58 77 423
59 27 334
60 45 500
