NOP: 60
NINT: 18
0 49 1
49 99 2
99 130 3
130 157 4
157 199 5
199 239 6
239 271 7
271 302 8
302 340 9
340 380 10
380 434 9
434 470 8
470 511 7
511 554 6
554 580 5
580 622 4
622 658 3
658 300000 2
1 80 367
2 90 551
3 80 441
4 80 444
5 26 512
6 32 217
7 28 58
8 21 371
9 36 71
10 42 73
11 27 35
12 62 72
13 75 540
14 46 214
15 92 344
16 34 407
17 31 78
18 92 187
19 75 99
20 46 458
21 79 127
22 57 627
23 85 246
24 55 410
25 61 537
26 46 285
27 86 214
28 78 201
29 76 301
30 69 410
31 88 396
32 50 571
33 41 472
34 58 588
35 86 479
36 46 535
37 63 310
38 75 245
39 99 504
40 76 479
41 24 447
42 26 555
43 80 98
44 23 46
45 96 340
46 52 257
47 92 349
48 31 127
49 47 141
50 68 466
51 31 158
52 86 328
53 72 134
54 93 355
55 60 241
56 36 336
57 91 351
58 50 593
59 82 121
60 61 69
