NOP: 60
NINT: 12
0 50 7
50 82 8
82 128 9
128 171 10
171 207 9
207 234 8
234 261 7
261 315 6
315 357 5
357 401 4
401 446 3
446 300000 2
1 48 139
2 38 150
3 42 371
4 66 277
5 88 290
6 88 220
7 90 132
8 24 225
9 40 470
10 85 524
11 90 174
12 79 383
13 25 286
14 38 271
15 44 204
16 64 86
17 58 171
18 88 102
19 85 395
20 71 496
21 61 342
22 99 442
23 46 95
24 65 186
25 54 171
26 57 140
27 69 530
28 29 108
29 39 268
30 44 149
31 95 266
32 49 166
33 34 125
34 25 304
35 33 506
36 24 189
37 56 153
38 93 435
39 99 371
40 30 241
41 56 313
42 65 269
43 37 45
44 89 209
45 60 192
46 40 242
47 50 140
48 26 192
49 83 107
50 68 159
51 57 411
52 71 296
53 54 293
54 75 495
55 66 391
56 66 310
57 42 105
58 58 343
59 86 180
60 52 275
