NOP: 60
NINT: 16
0 43 3
43 94 4
94 135 5
135 171 6
171 201 7
201 223 8
223 268 9
268 305 10
305 341 9
341 394 8
394 427 7
427 461 6
461 494 5
494 532 4
532 553 3
553 300000 2
1 98 604
2 36 614
3 72 216
4 73 262
5 41 418
6 63 210
7 59 375
8 89 208
9 82 315
10 54 617
11 24 194
12 97 549
13 41 310
14 43 57
15 99 247
16 51 240
17 49 560
18 51 302
19 85 114
20 69 404
21 89 276
22 62 82
23 32 349
24 22 230
25 66 305
26 68 565
27 49 62
28 76 511
29 50 405
30 86 341
31 58 60
32 26 499
33 63 496
34 98 346
35 31 141
36 87 484
37 77 362
38 53 454
39 73 461
40 95 336
41 51 568
42 98 604
43 96 302
44 74 209
45 43 43
46 96 386
47 82 120
48 65 577
49 94 134
50 86 298
51 71 416
52 49 230
53 44 198
54 87 523
55 30 371
56 31 203
57 27 310
58 39 61
59 51 232
60 23 98
