NOP: 60
NINT: 16
0 37 3
37 66 4
66 103 5
103 138 6
138 169 7
169 207 8
207 230 9
230 264 10
264 297 9
297 337 8
337 375 7
375 411 6
411 453 5
453 496 4
496 534 3
534 300000 2
1 91 406
2 40 551
3 41 173
4 22 548
5 87 508
6 45 172
7 29 31
8 74 168
9 56 158
10 37 573
11 96 376
12 52 416
13 59 439
14 57 57
15 43 412
16 59 448
17 89 153
18 24 392
19 62 499
20 83 157
21 98 331
22 62 220
23 74 571
24 82 208
25 63 612
26 38 361
27 77 80
28 76 599
29 81 397
30 59 433
31 29 569
32 89 491
33 20 60
34 59 415
35 34 286
36 69 302
37 70 478
38 59 575
39 61 322
40 66 268
41 76 481
42 46 299
43 97 100
44 68 370
45 73 575
46 99 183
47 82 297
48 78 504
49 35 499
50 74 393
51 75 268
52 35 178
53 79 144
54 55 541
55 78 570
56 97 480
57 51 136
58 89 504
59 93 534
60 29 204
