NOP: 60
NINT: 18
0 39 1
39 76 2
76 98 3
98 126 4
126 155 5
155 192 6
192 223 7
223 262 8
262 294 9
294 308 10
308 351 9
351 375 8
375 417 7
417 451 6
451 482 5
482 524 4
524 543 3
543 300000 2
1 43 422
2 64 322
3 56 60
4 32 363
5 78 198
6 54 358
7 45 362
8 79 91
9 38 327
10 23 353
11 89 478
12 59 60
13 99 388
14 94 580
15 61 533
16 49 630
17 38 46
18 65 500
19 52 124
20 63 358
21 89 627
22 54 465
23 20 383
24 21 638
25 41 514
26 47 120
27 79 525
28 69 617
29 93 173
30 97 471
31 33 469
32 54 341
33 73 493
34 86 510
35 30 553
36 66 203
37 84 316
38 91 231
39 63 237
40 39 452
41 63 626
42 31 114
43 53 643
44 72 322
45 30 508
46 24 558
47 99 439
48 91 427
49 86 431
50 45 352
51 36 213
52 98 126
53 38 169
54 60 429
55 35 90
56 45 152
57 81 114
58 94 433
59 95 110
60 29 468
