NOP: 60
NINT: 18
0 36 1
36 80 2
80 109 3
109 150 4
150 184 5
184 224 6
224 260 7
260 300 8
300 335 9
335 383 10
383 409 9
409 448 8
448 462 7
462 492 6
492 523 5
523 549 4
549 590 3
590 300000 2
1 75 326
2 44 477
3 21 329
4 94 573
5 49 439
6 77 603
7 41 601
8 98 370
9 41 621
10 97 278
11 47 302
12 51 448
13 73 490
14 74 359
15 28 311
16 34 542
17 29 443
18 80 183
19 46 632
20 90 155
21 58 515
22 32 122
23 77 298
24 48 364
25 40 112
26 64 291
27 77 86
28 70 173
29 43 122
30 85 405
31 60 505
32 78 522
33 38 410
34 32 191
35 49 376
36 76 318
37 98 189
38 26 63
39 45 554
40 60 396
41 70 235
42 66 580
43 93 491
44 22 153
45 47 51
46 88 586
47 72 588
48 33 183
49 62 545
50 42 91
51 94 374
52 64 250
53 95 117
54 53 166
55 77 188
56 38 569
57 62 497
58 50 641
59 76 290
60 70 94
