NOP: 60
NINT: 16
0 41 3
41 70 4
70 111 5
111 149 6
149 183 7
183 211 8
211 245 9
245 289 10
289 317 9
317 355 8
355 387 7
387 433 6
433 465 5
465 502 4
502 544 3
544 300000 2
1 23 482
2 22 109
3 75 286
4 55 193
5 69 245
6 24 505
7 41 491
8 69 209
9 70 85
10 51 506
11 21 556
12 33 149
13 81 271
14 84 119
15 64 564
16 75 281
17 78 459
18 43 295
19 59 466
20 28 130
21 99 161
22 67 510
23 41 494
24 88 436
25 79 298
26 30 147
27 98 479
28 37 118
29 28 467
30 44 109
31 21 55
32 93 152
33 41 42
34 71 499
35 97 277
36 59 532
37 86 214
38 20 254
39 82 335
40 30 274
41 42 122
42 37 513
43 79 302
44 42 427
45 93 223
46 23 482
47 96 285
48 47 270
49 52 551
50 70 423
51 84 213
52 93 341
53 76 161
54 78 135
55 78 158
56 40 528
57 40 262
58 31 123
59 69 98
60 58 204
