NOP: 60
NINT: 13
0 44 6
44 79 7
79 111 8
111 147 9
147 189 10
189 230 9
230 267 8
267 303 7
303 336 6
336 394 5
394 431 4
431 472 3
472 300000 2
1 99 394
2 93 464
3 49 336
4 61 345
5 35 225
6 53 438
7 99 499
8 43 409
9 56 211
10 84 533
11 92 563
12 90 501
13 84 98
14 96 558
15 65 265
16 39 455
17 30 498
18 57 156
19 49 208
20 95 525
21 81 358
22 82 543
23 43 477
24 63 113
25 38 496
26 41 582
27 20 43
28 30 229
29 71 282
30 86 228
31 62 454
32 31 331
33 53 259
34 97 505
35 76 486
36 84 187
37 99 181
38 37 210
39 76 366
40 72 138
41 94 331
42 23 356
43 32 491
44 36 240
45 32 480
46 50 479
47 62 218
48 74 450
49 85 204
50 22 82
51 68 364
52 45 308
53 99 143
54 26 76
55 76 80
56 88 105
57 49 88
58 87 138
59 92 459
60 88 290
