NOP: 60
NINT: 18
0 52 1
52 81 2
81 122 3
122 163 4
163 198 5
198 231 6
231 277 7
277 330 8
330 358 9
358 401 10
401 431 9
431 472 8
472 517 7
517 556 6
556 589 5
589 624 4
624 657 3
657 300000 2
1 81 536
2 43 276
3 80 157
4 25 713
5 37 168
6 21 576
7 97 110
8 27 586
9 82 642
10 74 107
11 84 585
12 90 119
13 40 505
14 91 650
15 43 136
16 87 232
17 58 396
18 96 222
19 55 92
20 87 552
21 43 513
22 37 547
23 92 165
24 97 379
25 39 130
26 85 104
27 58 139
28 73 405
29 82 646
30 48 120
31 45 370
32 89 412
33 97 496
34 99 251
35 82 133
36 80 118
37 25 421
38 78 192
39 24 207
40 89 505
41 81 292
42 74 619
43 46 667
44 48 243
45 56 335
46 96 562
47 95 301
48 80 301
49 62 127
50 56 485
51 66 451
52 30 456
53 82 167
54 91 275
55 43 308
56 98 195
57 25 462
58 90 302
59 83 398
60 81 527
