NOP: 60
NINT: 18
0 44 1
44 76 2
76 107 3
107 138 4
138 178 5
178 224 6
224 259 7
259 290 8
290 334 9
334 367 10
367 413 9
413 457 8
457 489 7
489 515 6
515 557 5
557 589 4
589 614 3
614 300000 2
1 72 114
2 24 296
3 96 143
4 90 141
5 31 447
6 41 212
7 52 398
8 58 266
9 30 39
10 84 473
11 85 114
12 50 546
13 79 261
14 62 588
15 88 590
16 96 152
17 85 497
18 75 276
19 23 525
20 67 290
21 59 164
22 39 65
23 45 153
24 80 507
25 36 118
26 41 417
27 30 341
28 36 489
29 53 272
30 80 513
31 99 352
32 28 228
33 52 558
34 55 323
35 86 174
36 22 239
37 32 75
38 48 533
39 48 476
40 35 568
41 57 561
42 66 140
43 99 164
44 59 150
45 30 143
46 72 571
47 71 514
48 47 184
49 62 541
50 98 161
51 56 348
52 32 145
53 24 422
54 38 301
55 25 36
56 44 446
57 53 294
58 88 220
59 87 91
60 44 502
