NOP: 60
NINT: 18
0 53 1
53 83 2
83 120 3
120 154 4
154 192 5
192 229 6
229 268 7
268 312 8
312 348 9
348 371 10
371 403 9
403 446 8
446 482 7
482 506 6
506 549 5
549 592 4
592 632 3
632 300000 2
1 75 209
2 73 425
3 52 404
4 33 576
5 82 385
6 66 303
7 95 661
8 92 180
9 71 507
10 89 582
11 92 277
12 86 173
13 86 231
14 55 438
15 25 214
16 39 332
17 68 143
18 43 527
19 54 236
20 93 414
21 39 235
22 90 158
23 95 208
24 37 560
25 50 81
26 99 320
27 80 459
28 71 375
29 95 125
30 79 372
31 86 658
32 71 206
33 26 531
34 25 501
35 27 437
36 54 364
37 70 292
38 84 409
39 39 458
40 47 527
41 26 258
42 22 200
43 40 581
44 70 632
45 88 363
46 53 480
47 73 251
48 96 322
49 34 349
50 52 358
51 33 78
52 99 220
53 98 315
54 94 240
55 53 193
56 41 534
57 77 252
58 28 47
59 34 311
60 81 381
