NOP: 60
NINT: 17
0 45 2
45 88 3
88 116 4
116 151 5
151 190 6
190 222 7
222 252 8
252 283 9
283 323 10
323 351 9
351 376 8
376 407 7
407 434 6
434 483 5
483 512 4
512 545 3
545 300000 2
1 76 307
2 48 295
3 29 487
4 23 282
5 67 573
6 85 157
7 48 245
8 83 134
9 90 317
10 59 435
11 37 150
12 75 367
13 72 234
14 89 485
15 80 136
16 94 124
17 91 532
18 86 560
19 60 615
20 39 528
21 87 192
22 53 67
23 64 384
24 34 626
25 78 445
26 61 203
27 47 415
28 94 199
29 58 104
30 55 608
31 42 268
32 80 404
33 48 73
34 38 502
35 41 144
36 90 109
37 51 121
38 41 363
39 51 417
40 36 435
41 37 294
42 34 222
43 49 400
44 96 123
45 60 456
46 71 110
47 92 583
48 66 223
49 29 595
50 43 79
51 20 253
52 81 131
53 75 458
54 81 381
55 78 378
56 81 94
57 63 202
58 31 65
59 43 483
60 78 510
