NOP: 60
NINT: 16
0 30 3
30 65 4
65 92 5
92 117 6
117 136 7
136 159 8
159 188 9
188 218 10
218 251 9
251 290 8
290 317 7
317 344 6
344 367 5
367 389 4
389 426 3
426 300000 2
1 22 276
2 23 328
3 99 336
4 91 365
5 27 219
6 33 199
7 30 96
8 30 410
9 24 169
10 22 80
11 40 307
12 38 178
13 35 299
14 91 164
15 27 35
16 22 343
17 22 395
18 84 144
19 91 319
20 55 296
21 51 460
22 39 272
23 28 442
24 23 31
25 69 285
26 69 88
27 45 83
28 37 312
29 59 102
30 55 386
31 71 88
32 88 180
33 84 316
34 35 440
35 34 75
36 50 241
37 99 472
38 63 238
39 30 307
40 25 59
41 35 458
42 25 237
43 80 414
44 42 257
45 90 243
46 45 101
47 35 116
48 99 193
49 72 347
50 44 483
51 41 303
52 73 121
53 59 328
54 81 220
55 43 190
56 29 437
57 65 351
58 24 262
59 89 484
60 39 75
