NOP: 60
NINT: 10
0 51 9
51 107 10
107 172 9
172 215 8
215 271 7
271 314 6
314 366 5
366 424 4
424 473 3
473 300000 2
1 41 531
2 72 408
3 38 240
4 85 398
5 73 425
6 94 360
7 99 415
8 35 480
9 80 263
10 49 60
11 50 461
12 46 445
13 75 349
14 77 343
15 62 254
16 89 303
17 92 207
18 79 415
19 40 194
20 37 513
21 49 382
22 28 570
23 31 52
24 93 263
25 35 351
26 50 66
27 35 241
28 40 313
29 44 93
30 75 199
31 47 195
32 64 252
33 57 101
34 28 93
35 33 429
36 53 131
37 93 264
38 88 458
39 80 450
40 50 320
41 39 297
42 88 264
43 27 134
44 84 462
45 50 454
46 80 457
47 30 498
48 92 403
49 94 321
50 89 472
51 52 145
52 39 213
53 42 164
54 67 479
55 98 366
56 71 499
57 25 499
58 34 383
59 81 339
60 86 151
