NOP: 60
NINT: 17
0 54 2
54 88 3
88 131 4
131 177 5
177 219 6
219 246 7
246 270 8
270 321 9
321 361 10
361 407 9
407 443 8
443 481 7
481 519 6
519 542 5
542 562 4
562 593 3
593 300000 2
1 96 501
2 87 445
3 96 231
4 75 356
5 20 71
6 24 326
7 22 595
8 75 215
9 54 81
10 79 350
11 73 423
12 65 589
13 42 372
14 78 253
15 62 192
16 78 484
17 73 562
18 43 105
19 33 607
20 47 137
21 25 132
22 27 60
23 73 289
24 37 470
25 84 406
26 49 433
27 67 291
28 47 424
29 55 72
30 96 547
31 22 145
32 79 305
33 22 303
34 41 75
35 76 478
36 58 254
37 47 301
38 67 549
39 94 246
40 88 223
41 62 159
42 99 196
43 35 591
44 84 333
45 86 510
46 61 276
47 58 444
48 85 407
49 44 354
50 46 506
51 88 369
52 98 496
53 31 252
54 39 91
55 98 175
56 84 171
57 68 326
58 61 530
59 25 521
60 77 115
