NOP: 60
NINT: 18
0 40 1
40 74 2
74 111 3
111 146 4
146 183 5
183 206 6
206 244 7
244 263 8
263 299 9
299 326 10
326 367 9
367 407 8
407 440 7
440 491 6
491 535 5
535 570 4
570 615 3
615 300000 2
1 37 438
2 46 422
3 58 172
4 42 517
5 49 336
6 37 490
7 47 432
8 83 477
9 98 315
10 43 387
11 96 618
12 53 494
13 87 495
14 76 220
15 55 213
16 50 344
17 92 313
18 88 134
19 43 204
20 24 264
21 63 104
22 24 406
23 31 661
24 67 223
25 33 441
26 61 379
27 89 476
28 40 127
29 65 427
30 88 343
31 31 279
32 55 577
33 26 567
34 57 365
35 98 371
36 98 335
37 35 80
38 49 228
39 92 230
40 91 303
41 87 162
42 81 146
43 60 219
44 48 50
45 44 314
46 49 447
47 89 259
48 56 423
49 69 402
50 97 136
51 54 249
52 62 443
53 92 346
54 24 534
55 72 146
56 69 491
57 99 392
58 35 90
59 43 473
60 52 631
