NOP: 60
NINT: 16
0 38 3
38 73 4
73 110 5
110 137 6
137 184 7
184 218 8
218 261 9
261 298 10
298 338 9
338 373 8
373 415 7
415 458 6
458 492 5
492 528 4
528 572 3
572 300000 2
1 65 527
2 58 587
3 90 547
4 46 459
5 39 332
6 26 77
7 60 125
8 36 568
9 66 263
10 64 73
11 50 259
12 64 505
13 97 206
14 95 228
15 20 602
16 29 391
17 23 342
18 24 185
19 97 398
20 90 137
21 22 309
22 98 551
23 92 483
24 47 139
25 77 101
26 49 373
27 79 103
28 67 84
29 66 423
30 42 255
31 88 499
32 24 56
33 23 271
34 28 471
35 95 113
36 70 518
37 25 182
38 60 457
39 83 319
40 91 121
41 70 315
42 90 351
43 52 188
44 87 241
45 88 140
46 91 344
47 44 554
48 89 392
49 79 385
50 36 464
51 35 137
52 64 475
53 25 74
54 61 333
55 83 313
56 86 171
57 29 389
58 48 269
59 58 348
60 89 129
