NOP: 60
NINT: 17
0 43 2
43 85 3
85 108 4
108 142 5
142 178 6
178 212 7
212 243 8
243 286 9
286 318 10
318 355 9
355 402 8
402 432 7
432 467 6
467 513 5
513 549 4
549 583 3
583 300000 2
1 55 616
2 35 316
3 64 89
4 63 106
5 24 50
6 21 461
7 69 408
8 73 188
9 79 239
10 78 104
11 36 383
12 71 310
13 63 240
14 36 506
15 65 513
16 39 141
17 99 588
18 59 261
19 44 578
20 85 96
21 96 388
22 43 449
23 91 295
24 39 418
25 54 545
26 65 454
27 69 403
28 92 176
29 82 379
30 53 279
31 66 337
32 49 436
33 30 360
34 82 159
35 91 127
36 21 303
37 63 601
38 59 140
39 48 212
40 90 119
41 34 584
42 79 352
43 96 608
44 60 88
45 68 439
46 75 225
47 33 209
48 29 196
49 73 334
50 25 145
51 81 511
52 29 349
53 26 279
54 54 433
55 95 277
56 94 398
57 79 327
58 55 573
59 28 556
60 80 193
