NOP: 60
NINT: 18
0 43 1
43 67 2
67 107 3
107 145 4
145 179 5
179 204 6
204 228 7
228 266 8
266 294 9
294 316 10
316 360 9
360 398 8
398 443 7
443 483 6
483 522 5
522 555 4
555 581 3
581 300000 2
1 92 450
2 79 492
3 44 390
4 60 529
5 96 465
6 53 180
7 95 464
8 84 438
9 98 196
10 86 120
11 58 199
12 64 481
13 71 508
14 59 78
15 34 90
16 98 421
17 74 430
18 78 422
19 70 294
20 43 622
21 27 37
22 31 508
23 67 73
24 67 580
25 88 574
26 71 154
27 42 401
28 33 334
29 78 300
30 72 135
31 70 649
32 46 420
33 82 607
34 58 249
35 62 181
36 23 358
37 80 152
38 80 617
39 86 601
40 44 182
41 41 139
42 47 48
43 30 41
44 23 625
45 79 300
46 78 128
47 42 416
48 51 448
49 29 533
50 90 500
51 45 597
52 65 235
53 21 480
54 42 595
55 70 420
56 27 155
57 57 425
58 60 261
59 99 205
60 42 455
