NOP: 60
NINT: 18
0 37 1
37 83 2
83 109 3
109 130 4
130 168 5
168 219 6
219 262 7
262 301 8
301 341 9
341 377 10
377 428 9
428 474 8
474 506 7
506 553 6
553 593 5
593 632 4
632 658 3
658 300000 2
1 79 125
2 84 651
3 59 317
4 32 323
5 94 559
6 76 315
7 55 250
8 92 287
9 91 261
10 83 194
11 28 139
12 31 655
13 21 85
14 57 394
15 87 88
16 30 617
17 63 316
18 45 232
19 94 558
20 64 629
21 68 73
22 21 682
23 51 411
24 47 360
25 78 597
26 94 101
27 31 667
28 89 275
29 49 215
30 52 150
31 66 638
32 68 205
33 49 225
34 53 165
35 81 366
36 62 412
37 72 438
38 59 615
39 97 406
40 83 437
41 74 230
42 99 511
43 79 537
44 86 647
45 83 343
46 27 293
47 54 516
48 78 533
49 33 179
50 61 659
51 61 391
52 99 126
53 28 191
54 61 262
55 97 308
56 55 474
57 93 460
58 52 230
59 23 673
60 69 647
