NOP: 60
NINT: 16
0 53 3
53 87 4
87 122 5
122 157 6
157 188 7
188 237 8
237 256 9
256 289 10
289 323 9
323 367 8
367 403 7
403 451 6
451 489 5
489 527 4
527 573 3
573 300000 2
1 25 188
2 57 137
3 98 235
4 86 329
5 95 132
6 73 262
7 92 156
8 78 513
9 43 505
10 75 500
11 89 359
12 95 170
13 59 540
14 92 312
15 89 519
16 91 456
17 30 240
18 64 567
19 62 216
20 77 302
21 59 469
22 41 63
23 59 59
24 65 288
25 37 276
26 27 205
27 72 264
28 62 244
29 79 246
30 35 606
31 46 267
32 64 78
33 58 98
34 91 539
35 23 163
36 23 392
37 77 404
38 37 50
39 26 300
40 33 324
41 46 475
42 57 305
43 24 219
44 31 357
45 65 505
46 62 473
47 49 452
48 52 104
49 68 74
50 98 243
51 93 176
52 49 381
53 83 419
54 37 64
55 50 191
56 40 503
57 72 404
58 94 497
59 80 321
60 81 230
